PatientID,DataSilo,BirthDate,InsuranceStatus,SexNeuterStatus,VetCompassBreed,Bodyweight,DateofFirstPresentationofDiarrhoea,Duration,Vomiting,ReducedAppetite,Pyrexia,Hematochezia,AntibioticTreatment,GINutraceutical,DietaryManagement,Antiparasitic,GastrointestinalAgent,Resolution,ComorbidityatDiagnosis,TreatmentEscalation 
364459,1,04/10/2017 00:00,0,Male_Entire,Cockapoo,13,26/04/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
135902,1,14/05/2018 00:00,1,Male_Neutered,Crossbreed,21.15,13/12/2019 00:00,24hrs to 48hrs,1,0,1,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
672852,0,28/12/2017 00:00,0,Male_Neutered,Crossbreed,7.85,09/08/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
359669,3,15/02/2018 00:00,0,Female_Entire,English Setter,22.8,28/09/2019 00:00,Not Stated,0,0,0,1,Antibiotic,GInutraceutical,0,0,0,1,0,No
947489,4,05/01/2018 00:00,0,Male_Entire,Yorkshire Terrier,5.1,22/08/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
277587,2,20/02/2018 00:00,0,Female_Entire,Border Collie,NA,09/10/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,1,1,0,No
192994,0,21/07/2017 00:00,0,Male_Entire,Miniature English Bull Terrier,12.2,14/03/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,1,0,1,0,No
910962,0,12/04/2018 00:00,0,Female_Entire,Crossbreed,4.7,05/12/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
671818,4,18/10/2017 00:00,0,Female_Neutered,Crossbreed,8.5,13/06/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
330559,3,06/10/2017 00:00,1,Male_Entire,Cockapoo,9.8,14/06/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,1,0,1,1,No
972101,0,27/06/2017 00:00,1,Male_Neutered,Cavalier King Charles Spaniel,NA,07/03/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,0,0,Yes
261817,0,21/08/2017 00:00,0,Male_Neutered,Crossbreed,NA,01/05/2019 00:00,Not Stated,1,1,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
821164,3,07/03/2018 00:00,0,Female_Entire,German Shepherd Dog,28.1,18/11/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,1,0,1,0,No
626136,3,27/09/2017 00:00,0,Male_Neutered,Labrador Retriever,34.2,11/06/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,0,0,Yes
385110,0,01/04/2018 00:00,0,Male_Neutered,Shetland Sheepdog,10.8,16/12/2019 00:00,48hrs to 96hrs,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,0,0,Yes
974085,4,04/09/2017 00:00,1,Female_Neutered,Cavapoo,9.1,22/05/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
838127,1,21/03/2018 00:00,1,Female_Neutered,Boxer,32.2,11/12/2019 00:00,24hrs to 48hrs,1,0,1,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
45487,1,11/04/2017 00:00,1,Male_Neutered,Cockapoo,15.5,10/01/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
85416,0,01/11/2017 00:00,0,Female_Entire,Crossbreed,8.2,06/08/2019 00:00,48hrs to 96hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
379261,0,16/10/2017 00:00,0,Female_Neutered,Chihuahua,2.65,22/07/2019 00:00,Less than 24hrs,0,1,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
98485,4,27/11/2017 00:00,0,Female_Neutered,German Shepherd Dog,NA,02/09/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,1,0,1,0,No
142953,4,19/09/2017 00:00,0,Male_Entire,Rottweiler,42.8,26/06/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
616038,1,27/03/2018 00:00,1,Male_Neutered,Briard,38.9,03/01/2020 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
979001,0,18/12/2017 00:00,1,Male_Entire,Crossbreed,NA,29/09/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,0,1,1,No
558859,4,09/08/2017 00:00,0,Male_Entire,Cockapoo,9.1,23/05/2019 00:00,Not Stated,0,0,0,1,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
647341,4,12/06/2017 00:00,0,Female_Entire,Staffordshire Bull Terrier,17,26/03/2019 00:00,Less than 24hrs,0,1,1,0,NonAntibiotic,GInutraceutical,0,0,0,1,1,No
805850,1,14/07/2017 00:00,1,Male_Neutered,Beagle,NA,30/04/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,0,1,Yes
864079,0,17/05/2017 00:00,0,Male_Entire,Labrador Retriever,33,05/03/2019 00:00,Less than 24hrs,0,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
111516,0,19/09/2017 00:00,0,Male_Entire,Crossbreed,17.6,10/07/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
758757,4,30/09/2017 00:00,0,Female_Neutered,English Cocker Spaniel,15.3,22/07/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
710969,3,08/02/2018 00:00,0,Female_Entire,German Shepherd Dog,34.55,05/12/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,1,0,1,0,No
183104,0,29/01/2018 00:00,0,Female_Neutered,Bichon Frise,7.2,29/11/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
617939,1,02/10/2017 00:00,0,Female_Neutered,Miniature Smooth-Haired Dachshund,5.29,03/08/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
569735,2,15/06/2017 11:46,1,Male_Neutered,Whippet,NA,18/04/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
52812,4,10/05/2017 00:00,0,Female_Entire,Siberian Husky,19.8,17/03/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
367366,0,12/05/2017 00:00,1,Female_Entire,Lhasa Apso,7.1,22/03/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
60475,3,27/09/2017 00:00,1,Female_Entire,Standard Doberman Pinscher,41.4,07/08/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,1,0,1,0,No
963181,1,19/04/2017 00:00,0,Male_Entire,Crossbreed,NA,01/11/2019 00:00,24hrs to 48hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
111041,1,25/06/2017 00:00,0,Not Recorded,Lhasa Apso,6.3,08/05/2019 00:00,48hrs to 96hrs,0,1,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
384479,1,03/04/2017 00:00,1,Male_Neutered,Miniature Smooth-Haired Dachshund,7.4,14/02/2019 00:00,24hrs to 48hrs,1,1,0,1,NonAntibiotic,GInutraceutical,1,0,1,1,1,No
290375,0,02/04/2017 00:00,0,Male_Entire,Maltese,3.7,27/02/2019 00:00,Less than 24hrs,0,0,0,1,NonAntibiotic,GInutraceutical,1,0,1,1,1,No
270713,0,13/02/2017 00:00,0,Male_Neutered,Labrador Retriever,31,11/01/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,NoGInutraceutical,1,0,1,1,0,No
146613,0,19/08/2017 00:00,1,Male_Neutered,Standard Dachshund,6.2,21/07/2019 00:00,48hrs to 96hrs,1,0,0,0,Antibiotic,GInutraceutical,0,1,1,0,0,Yes
97870,4,06/07/2017 00:00,1,Male_Entire,French Bulldog,11.2,08/06/2019 00:00,Less than 24hrs,0,1,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
895843,1,01/03/2017 00:00,0,Male_Neutered,Lurcher,22.5,07/02/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,0,0,Yes
65794,0,01/05/2017 00:00,0,Male_Neutered,Chihuahua,1.14,10/04/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
787051,3,28/08/2017 00:00,1,Male_Entire,English Bull Terrier,32.2,10/08/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,0,0,Yes
273520,0,30/09/2017 00:00,1,Male_Entire,Cavapoo,NA,17/09/2019 00:00,48hrs to 96hrs,1,1,0,1,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
649374,3,26/01/2017 00:00,0,Female_Entire,Crossbreed,25.3,14/01/2019 00:00,Less than 24hrs,0,0,1,1,Antibiotic,GInutraceutical,0,1,0,1,0,No
823553,1,25/12/2017 00:00,0,Female_Neutered,Border Terrier,NA,13/12/2019 00:00,24hrs to 48hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
120465,4,12/10/2017 00:00,0,Female_Neutered,Crossbreed,6,01/10/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
143934,3,06/08/2017 00:00,0,Female_Entire,Crossbreed,4.3,06/08/2019 00:00,Not Stated,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
328358,1,15/06/2017 00:00,0,Male_Neutered,Fox Terrier,11,15/06/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
347540,0,23/05/2017 00:00,0,Male_Entire,Yorkshire Terrier,3.4,24/05/2019 00:00,Not Stated,1,0,0,1,NonAntibiotic,GInutraceutical,0,0,0,1,1,No
301921,1,06/04/2017 00:00,0,Female_Entire,Akita,NA,08/04/2019 00:00,Less than 24hrs,1,1,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
587957,0,26/08/2017 00:00,0,Female_Neutered,Crossbreed,NA,01/09/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
233997,1,03/08/2017 00:00,1,Female_Neutered,Crossbreed,NA,17/08/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
666352,0,30/06/2017 00:00,0,Female_Entire,Crossbreed,5.3,23/07/2019 00:00,48hrs to 96hrs,1,1,1,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
410248,0,15/06/2017 00:00,0,Female_Neutered,Crossbreed,3.1,09/07/2019 00:00,24hrs to 48hrs,1,0,1,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
245323,1,26/03/2017 00:00,1,Female_Entire,British Bulldog ,17.1,20/04/2019 00:00,24hrs to 48hrs,0,1,0,0,Antibiotic,NoGInutraceutical,1,0,0,1,0,No
964372,0,03/08/2017 00:00,1,Female_Neutered,English Springer Spaniel,15.2,30/08/2019 00:00,48hrs to 96hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
657054,2,03/05/2017 10:42,0,Male_Entire,Maltese,NA,30/05/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
630010,1,22/04/2017 00:00,1,Male_Neutered,Crossbreed,8.15,20/05/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
241576,2,26/08/2017 10:26,0,Male_Entire,Cavalier King Charles Spaniel,NA,28/09/2019 00:00,48hrs to 96hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
363638,0,20/01/2017 00:00,0,Female_Neutered,Crossbreed,20.8,25/02/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,1,No
847957,1,30/04/2017 00:00,0,Female_Neutered,Airedale Terrier,NA,10/06/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
566650,0,16/01/2017 00:00,0,Male_Neutered,French Bulldog,NA,08/03/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
433041,3,03/10/2017 00:00,1,Male_Entire,Standard Doberman Pinscher,30,26/11/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
975861,0,27/11/2016 00:00,1,Male_Neutered,Crossbreed,NA,25/01/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
342163,0,05/09/2017 00:00,0,Female_Entire,Lhasa Apso,8.5,04/11/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
61821,0,14/05/2017 00:00,1,Female_Entire,Maltese,NA,15/07/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,1,No
60710,4,10/06/2017 00:00,0,Female_Entire,Miniature Pinscher,4.6,13/08/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
862387,0,12/03/2017 00:00,0,Female_Entire,Crossbreed,NA,21/05/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
27838,1,02/03/2017 00:00,1,Female_Neutered,Staffordshire Bull Terrier,16,13/05/2019 00:00,48hrs to 96hrs,1,1,1,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
144077,0,24/08/2017 00:00,0,Male_Entire,Crossbreed,4.9,07/11/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
320756,1,15/12/2016 00:00,1,Male_Neutered,Shih-tzu,NA,02/03/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
20227,3,07/08/2017 00:00,0,Female_Entire,Labrador Retriever,34.5,25/10/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,NoGInutraceutical,1,1,0,1,0,No
291200,0,03/09/2017 00:00,0,Male_Neutered,Crossbreed,23,22/11/2019 00:00,48hrs to 96hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
991306,1,07/07/2017 00:00,1,Male_Neutered,Cockapoo,12,30/09/2019 00:00,4-7 days.,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,1,No
261104,0,14/06/2017 00:00,0,Female_Neutered,Crossbreed,6.6,11/09/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
860786,3,13/01/2017 00:00,1,Male_Entire,Maltese,4.5,13/04/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,GInutraceutical,1,1,0,1,1,No
849766,0,01/10/2017 00:00,0,Female_Entire,Labrador Retriever,24.6,31/12/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
4513,0,29/08/2017 00:00,0,Male_Neutered,Crossbreed,NA,10/12/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
422683,1,08/01/2017 00:00,1,Female_Entire,German Shepherd Dog,30,23/04/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,0,1,0,1,0,No
278950,4,25/02/2017 00:00,0,Female_Neutered,Cockapoo,15.2,12/06/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
702078,0,01/12/2016 00:00,0,Female_Neutered,Lhasa Apso,8,19/03/2019 00:00,48hrs to 96hrs,1,1,1,0,Antibiotic,NoGInutraceutical,1,0,1,1,0,No
47530,0,04/11/2016 00:00,0,Female_Entire,Yorkshire Terrier,7.25,22/02/2019 00:00,24hrs to 48hrs,1,0,0,1,Antibiotic,GInutraceutical,1,0,0,1,0,No
369426,1,01/05/2017 00:00,1,Male_Entire,Cocker Spaniel,11.2,19/08/2019 00:00,48hrs to 96hrs,0,1,1,0,NonAntibiotic,NoGInutraceutical,0,0,0,0,0,Yes
990998,1,16/08/2017 00:00,1,Male_Neutered,German Short-Haired Pointer,26.1,05/12/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
810120,4,17/05/2017 00:00,0,Male_Neutered,Chihuahua,3.1,11/09/2019 00:00,24hrs to 48hrs,0,1,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
384091,3,02/10/2016 00:00,0,Male_Neutered,Crossbreed,13.8,28/01/2019 00:00,48hrs to 96hrs,1,0,0,0,Antibiotic,GInutraceutical,1,1,1,1,1,No
197097,1,12/04/2017 00:00,0,Male_Entire,Staffordshire Bull Terrier,18.75,09/08/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
485084,3,07/02/2017 00:00,0,Male_Entire,Labrador Retriever,28.5,07/06/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
878764,0,03/03/2017 00:00,1,Male_Entire,English Cocker Spaniel,24.6,08/07/2019 00:00,4-7 days.,1,1,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
332667,0,20/08/2017 00:00,1,Male_Entire,French Bulldog,NA,29/12/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
681622,1,15/10/2016 00:00,1,Male_Neutered,Standard Poodle,NA,26/02/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,0,0,Yes
878799,4,31/12/2016 00:00,0,Female_Entire,German Shepherd Dog,NA,15/05/2019 00:00,Less than 24hrs,1,0,1,0,Antibiotic,NoGInutraceutical,0,0,0,0,0,Yes
11892,1,17/08/2016 00:00,1,Male_Neutered,Miniature Schnauzer,8.9,04/01/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
457159,3,26/01/2017 00:00,1,Male_Entire,German Shepherd Dog,34.65,15/06/2019 00:00,Not Stated,0,1,0,0,NonAntibiotic,GInutraceutical,0,1,1,1,0,No
832035,4,13/01/2017 00:00,0,Male_Entire,Havanese,7.95,04/06/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
567614,3,04/10/2016 00:00,1,Female_Neutered,Australian Labradoodle,12.45,26/02/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,0,0,Yes
833324,3,27/01/2017 00:00,1,Male_Neutered,Cockapoo,NA,22/06/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
463136,1,20/10/2016 00:00,0,Female_Entire,Crossbreed,4.84,20/03/2019 00:00,48hrs to 96hrs,1,0,1,0,Antibiotic,NoGInutraceutical,1,0,1,0,0,Yes
487529,4,09/11/2016 00:00,0,Female_Neutered,Long-Haired Chihuahua,5.1,15/04/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
926141,0,18/01/2017 00:00,0,Male_Neutered,Bedlington Terrier,10.7,25/06/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
548779,0,12/07/2017 00:00,0,Male_Neutered,Labrador Retriever,28.5,17/12/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
427092,1,06/05/2017 00:00,0,Female_Neutered,Labrador Retriever,28,12/10/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
816501,4,18/09/2016 00:00,0,Female_Neutered,Crossbreed,7.1,27/02/2019 00:00,Less than 24hrs,1,0,1,0,NonAntibiotic,NoGInutraceutical,1,0,1,0,1,Yes
24889,0,30/05/2017 00:00,1,Female_Neutered,Labrador Retriever,NA,08/11/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
93552,4,24/06/2017 00:00,1,Female_Neutered,Crossbreed,9.6,13/12/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
590101,0,22/11/2016 00:00,0,Male_Neutered,Beagle,NA,19/05/2019 00:00,48hrs to 96hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
810534,0,21/01/2017 00:00,0,Female_Entire,Lurcher,16.6,21/07/2019 00:00,24hrs to 48hrs,0,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
617517,1,29/09/2016 00:00,0,Male_Neutered,Labrador Retriever,25.6,29/03/2019 00:00,24hrs to 48hrs,1,0,0,1,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
963569,0,20/08/2016 00:00,1,Female_Neutered,Crossbreed,NA,17/02/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
589108,1,01/09/2016 00:00,0,Male_Entire,Staffordshire Bull Terrier,16.8,02/03/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
85444,1,30/01/2017 00:00,0,Male_Neutered,Miniature Poodle,7,01/08/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,0,1,0,1,0,No
608082,0,28/02/2017 00:00,0,Female_Entire,Cockapoo,13.9,31/08/2019 00:00,Less than 24hrs,1,1,0,1,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
778200,1,04/11/2016 00:00,1,Male_Neutered,Crossbreed,6.6,13/05/2019 00:00,4-7 days.,1,0,0,0,Antibiotic,NoGInutraceutical,1,0,0,0,0,No
300252,1,03/11/2016 00:00,0,Male_Entire,American Bulldog,38.1,13/05/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
118341,1,30/05/2017 00:00,0,Female_Entire,Lurcher,17,19/12/2019 00:00,Not Stated,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,1,No
459678,0,25/05/2017 00:00,0,Male_Entire,Crossbreed,7.4,16/12/2019 00:00,24hrs to 48hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,0,0,No
557550,3,21/11/2016 00:00,0,Male_Entire,Crossbreed,14.6,22/06/2019 00:00,48hrs to 96hrs,1,0,0,1,Antibiotic,GInutraceutical,1,0,0,1,0,No
264070,0,29/06/2016 00:00,1,Male_Neutered,Cockapoo,13.1,31/01/2019 00:00,Less than 24hrs,1,1,1,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
823368,4,26/01/2017 00:00,0,Female_Neutered,Cockapoo,13.4,02/09/2019 00:00,48hrs to 96hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,0,0,Yes
223926,4,10/02/2017 00:00,0,Male_Neutered,Crossbreed,9.8,18/09/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
361486,3,08/05/2017 00:00,0,Female_Entire,Cavapoo,6.24,19/12/2019 00:00,Less than 24hrs,1,1,1,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
641446,1,18/04/2017 00:00,0,Female_Neutered,Crossbreed,10.9,05/12/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
502142,2,09/02/2017 10:55,0,Male_Neutered,Crossbreed,NA,28/09/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
295000,4,18/07/2016 00:00,1,Male_Neutered,Labrador Retriever,NA,05/03/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,1,No
933796,0,31/05/2016 00:00,0,Female_Entire,Pug,7.4,19/01/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,1,1,0,No
651281,3,21/05/2016 00:00,0,Female_Entire,Springer Spaniel - Unspecified,12,10/01/2019 00:00,4-7 days.,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
549117,0,12/11/2016 00:00,1,Male_Entire,Field Spaniel,19.5,04/07/2019 00:00,48hrs to 96hrs,0,1,0,0,Antibiotic,NoGInutraceutical,1,0,1,1,0,No
7377,0,31/10/2016 00:00,0,Female_Entire,Chihuahua,3.2,29/06/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
598144,4,30/06/2016 00:00,0,Female_Entire,Bichon Frise,5.55,02/03/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,1,No
798465,1,04/04/2017 00:00,0,Male_Neutered,Lhasa Apso,9.6,06/12/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
345998,4,26/01/2017 00:00,0,Female_Neutered,Border Collie,19.5,02/10/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
728304,1,20/07/2016 00:00,1,Male_Neutered,Crossbreed,39.3,26/03/2019 00:00,Less than 24hrs,1,1,1,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
670094,0,15/11/2016 00:00,0,Male_Neutered,Labradoodle,34.3,23/07/2019 00:00,4-7 days.,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
487137,4,10/12/2016 00:00,0,Male_Neutered,Basset Hound,30.1,19/08/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
252115,3,01/08/2016 00:00,0,Male_Neutered,Crossbreed,13.4,12/04/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
33801,2,07/09/2016 00:00,0,Female_Entire,Crossbreed,NA,22/05/2019 00:00,24hrs to 48hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
105278,0,10/03/2017 00:00,0,Male_Neutered,Crossbreed,10.27,26/11/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
744235,1,15/03/2017 00:00,1,Female_Neutered,Flat Coated Retriever,27.6,03/12/2019 00:00,48hrs to 96hrs,1,0,0,1,NonAntibiotic,GInutraceutical,1,0,1,1,1,No
51766,3,19/01/2017 00:00,1,Male_Entire,Scottish Rough Collie,20.6,14/10/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
406056,1,29/09/2016 00:00,0,Male_Neutered,Golden Retriever,37.4,25/06/2019 00:00,Not Stated,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
