record_id	year	sex	age_and_grade	race4	race7
33383	1991	Male	16 years old;9th	Hispanic/Latino	Hispanic/Latino
40728	1991	Female	17 years old;10th	Black or African American	Black or African American
36614	1991	Female	14 years old;9th	White	White
38689	1991	Female	16 years old;11th	White	White
40599	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
40118	1991	Female	16 years old;10th	Black or African American	Black or African American
40618	1991	Female	17 years old;10th	Hispanic/Latino	Hispanic/Latino
40942	1991	Female	17 years old;12th	Black or African American	Black or African American
34804	1991	Male	17 years old;11th	Hispanic/Latino	Hispanic/Latino
40020	1991	Female	16 years old;11th	White	White
34182	1991	Male	17 years old;10th	Black or African American	Black or African American
33669	1991	Male	16 years old;11th	Black or African American	Black or African American
36266	1991	Male	18 years old or older;12th	All other races	Am Indian / Alaska Native
32809	1991	Male	16 years old;11th	Black or African American	Black or African American
36552	1991	Male	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
33980	1991	Male	17 years old;12th	White	White
37534	1991	Female	15 years old;9th	All other races	Asian
40674	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
33894	1991	Male	17 years old;10th	Hispanic/Latino	Hispanic/Latino
36735	1991	Female	14 years old;9th	All other races	Asian
40155	1991	Female	16 years old;11th	Black or African American	Black or African American
31451	1991	Male	15 years old;10th	Hispanic/Latino	Hispanic/Latino
34407	1991	Male	17 years old;11th	All other races	NA
